leto,podrocje,ime,URL,datum rojstva,drzava rojstva,nagrade
1978,Fizika,Arno Allan Penzias,https://en.wikipedia.org/wiki/Arno_Allan_Penzias,1933-04-26,Germany,Henry Draper Medal; Nobel Prize in Physics; Harold Pender Award; IRI Medal
1978,Fizika,Robert Woodrow Wilson,https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson,1936-01-10,U.S.,Henry Draper Medal; Nobel Prize in Physics
1979,Fizika,Sheldon Glashow,https://en.wikipedia.org/wiki/Sheldon_Glashow,1932-12-05,U.S.,Oskar Klein Memorial Lecture; Richtmyer Memorial Award; Nobel Prize in Physics; J. Robert Oppenheimer Memorial Prize; Sloan Fellowship
1979,Fizika,Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam,1926-01-29,Pakistan,Smith's Prize; Adams Prize; Sitara-e-Pakistan; Hughes Medal; Atoms for Peace Prize; Royal Medal; Matteucci Medal; Nobel Prize in Physics; Nishan-e-Imtiaz; Lomonosov Gold Medal; Copley Medal
1979,Fizika,Steven Weinberg,https://en.wikipedia.org/wiki/Steven_Weinberg,1933-05-03,U.S.,Heineman Prize; Elliott Cresson Medal; Nobel Prize in Physics; ForMemRS  [ 1 ] [ 2 ]; ForMemRS; [ 1 ]; [ 2 ]; National Medal of Science; Andrew Gemant Award; Breakthrough Prize
1980,Fizika,James Cronin,https://en.wikipedia.org/wiki/James_Cronin,1931-09-29,U.S.,E. O. Lawrence Award; Nobel Prize in Physics; John Price Wetherill Medal; National Medal of Science
1980,Fizika,Val Logsdon Fitch,https://en.wikipedia.org/wiki/Val_Logsdon_Fitch,1923-03-10,Nebraska,E. O. Lawrence Award; John Price Wetherill Medal; Nobel Prize in Physics; National Medal of Science
1981,Fizika,Nicolaas Bloembergen,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen,1920-03-11,Netherlands,Oliver E. Buckley Condensed Matter Prize; Stuart Ballantine Medal; National Medal of Science; Lorentz Medal; Nobel Prize in Physics; IEEE Medal of Honor
1981,Fizika,Arthur Leonard Schawlow,https://en.wikipedia.org/wiki/Arthur_Leonard_Schawlow,1921-05-05,U.S.,Stuart Ballantine Medal; IEEE Morris N. Liebmann Memorial Award; Richtmyer Memorial Award; Frederic Ives Medal; Marconi Prize; Nobel Prize for Physics; National Medal of Science
1981,Fizika,Kai Siegbahn,https://en.wikipedia.org/wiki/Kai_Siegbahn,1918-04-20,Sweden,Nobel Prize in Physics; Björkén Prize
1982,Fizika,Kenneth G. Wilson,https://en.wikipedia.org/wiki/Kenneth_G._Wilson,1936-06-08,Massachusetts,Heineman Prize; Boltzmann Medal; Wolf Prize; Franklin Medal; Nobel Prize in Physics; Eringen Medal; UNSW Dirac Medal
1983,Fizika,Subrahmanyan Chandrasekhar,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar,1910-10-19,Pakistan,FRS  [ 1 ]; FRS; [ 1 ]; Adams Prize; Nobel Prize in Physics; Copley Medal; National Medal of Science; Royal Medal; Padma Vibhushan; Heineman Prize; Marcel Grossman Award
1983,Fizika,William Alfred Fowler,https://en.wikipedia.org/wiki/William_Alfred_Fowler,1911-08-09,U.S.,Medal for Merit; Barnard Medal for Meritorious Service to Science; Tom W. Bonner Prize in Nuclear Physics; Vetlesen Prize; National Medal of Science; Eddington Medal; Nobel Prize in Physics
1984,Fizika,Carlo Rubbia,https://en.wikipedia.org/wiki/Carlo_Rubbia,1934-03-31,Italy,Senator for life; OMRI; OMCA; Nobel Prize in Physics; Bakerian Lecture; ForMemRS; Dirac Medal (UNSW)
1984,Fizika,Simon van der Meer,https://en.wikipedia.org/wiki/Simon_van_der_Meer,1925-11-24,Netherlands,Duddell Medal and Prize; Nobel Prize in Physics
1985,Fizika,Klaus von Klitzing,https://en.wikipedia.org/wiki/Klaus_von_Klitzing,1943-06-28,Poland,Nobel Prize in Physics; UNSW Dirac Medal; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
1986,Fizika,Ernst Ruska,https://en.wikipedia.org/wiki/Ernst_Ruska,1906-12-25,German Empire,Albert Lasker Award for Basic Medical Research; Paul Ehrlich and Ludwig Darmstaedter Prize; Duddell Medal and Prize; Robert Koch Prize; Nobel Prize in Physics
1986,Fizika,Gerd Binnig,https://en.wikipedia.org/wiki/Gerd_Binnig,1947-07-20,Allied-occupied Germany,Klung Wilhelmy Science Award; EPS Europhysics Prize; King Faisal Prize; Nobel Prize in Physics; The Elliott Cresson Medal; Kavli Prize
1986,Fizika,Heinrich Rohrer,https://en.wikipedia.org/wiki/Heinrich_Rohrer,1933-06-06,Switzerland,EPS Europhysics Prize; King Faisal Prize; Nobel Prize in Physics; Elliott Cresson Medal; Fritz London Memorial Lecture
1987,Fizika,Georg Bednorz,https://en.wikipedia.org/wiki/Georg_Bednorz,1950-05-16,West Germany,Marcel Benoist Prize; Fritz London Memorial Prize; Nobel Prize in Physics; EPS Europhysics Prize
1987,Fizika,K. Alex Müller,https://en.wikipedia.org/wiki/K._Alex_M%C3%BCller,1927-04-20,Switzerland,Marcel Benoist Prize; Nobel Prize in Physics; Wilhelm Exner Medal; [ 1 ]; EPS Europhysics Prize
1988,Fizika,Leon M. Lederman,https://en.wikipedia.org/wiki/Leon_M._Lederman,1922-07-15,U.S.,Nobel Prize in Physics; Wolf Prize in Physics; National Medal of Science; Vannevar Bush Award; William Procter Prize for Scientific Achievement
1988,Fizika,Melvin Schwartz,https://en.wikipedia.org/wiki/Melvin_Schwartz,1932-11-02,U.S.,Nobel Prize in Physics
1988,Fizika,Jack Steinberger,https://en.wikipedia.org/wiki/Jack_Steinberger,1921-05-25,Germany,Nobel Prize in Physics; National Medal of Science; Matteucci Medal
1989,Fizika,Norman Ramsey Jr.,https://en.wikipedia.org/wiki/Norman_Ramsey_Jr.,1915-08-27,U.S.,Ernest Orlando Lawrence Award; Davisson-Germer Prize; IEEE Medal of Honor; Rabi Prize; Rumford Prize; Oersted Medal; National Medal of Science; Nobel Prize in Physics; UNSW Dirac Medal; Vannevar Bush Award
1989,Fizika,Hans Georg Dehmelt,https://en.wikipedia.org/wiki/Hans_Georg_Dehmelt,1922-09-09,Germany,National Medal of Science; Nobel Prize in Physics; Rumford Prize; Humboldt Prize; Davisson–Germer Prize
1989,Fizika,Wolfgang Paul,https://en.wikipedia.org/wiki/Wolfgang_Paul,1913-08-10,German Empire,Nobel Prize in Physics; UNSW Dirac Medal
1990,Fizika,Jerome Isaac Friedman,https://en.wikipedia.org/wiki/Jerome_Isaac_Friedman,1930-03-28,U.S.,President's Medal of the IOP; Nobel Prize in Physics
1990,Fizika,Henry Way Kendall,https://en.wikipedia.org/wiki/Henry_Way_Kendall,1926-12-09,U.S.,Nobel Prize in Physics
1990,Fizika,Richard E. Taylor,https://en.wikipedia.org/wiki/Richard_E._Taylor,1929-11-02,Canada,Nobel Prize in Physics; FRS  [ 1 ]; FRS; [ 1 ]
1991,Fizika,Pierre-Gilles de Gennes,https://en.wikipedia.org/wiki/Pierre-Gilles_de_Gennes,1932-10-24,France,Fernand Holweck Medal and Prize; Bourke Award; Racah Lecture; Ampère Prize; CNRS Gold Medal; Gay-Lussac–Humboldt Prize; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Fritz London Memorial Lecure; Matteucci Medal; Harvey Prize; Lorentz Medal; Wolf Prize; Nobel Prize for Physics; Onsager Lecture; Eringen Medal
1992,Fizika,Georges Charpak,https://en.wikipedia.org/wiki/Georges_Charpak,1924-08-01,Second Polish Republic,Prix Jean Ricard; High Energy and Particle Physics Prize; Nobel Prize in Physics
1993,Fizika,Russell Alan Hulse,https://en.wikipedia.org/wiki/Russell_Alan_Hulse,1950-11-28,U.S.,Nobel Prize in Physics
1993,Fizika,Joseph Hooton Taylor Jr.,https://en.wikipedia.org/wiki/Joseph_Hooton_Taylor_Jr.,1941-03-29,U.S.,Dannie Heineman Prize for Astrophysics; Henry Draper Medal; Magellanic Premium; John J. Carty Award; Wolf Prize in Physics; Nobel Prize in Physics
1994,Fizika,Bertram Brockhouse,https://en.wikipedia.org/wiki/Bertram_Brockhouse,1918-07-15,Canada,Oliver E. Buckley Condensed Matter Prize; Duddell Medal and Prize; FRS; Henry Marshall Tory Medal; Nobel Prize in Physics
1994,Fizika,Clifford Shull,https://en.wikipedia.org/wiki/Clifford_Shull,1915-09-23,Pennsylvania,Oliver E. Buckley Condensed Matter Prize; Gregori Aminoff Prize; Nobel Prize in Physics
1995,Fizika,Martin Lewis Perl,https://en.wikipedia.org/wiki/Martin_Lewis_Perl,1927-06-24,New York,Nobel Prize in Physics; Wolf Prize in Physics
1995,Fizika,Frederick Reines,https://en.wikipedia.org/wiki/Frederick_Reines,1918-03-16,U.S.,J. Robert Oppenheimer Memorial Prize; National Medal of Science; Bruno Rossi Prize; Michelson-Morley Award; Panofsky Prize; Franklin Medal; Nobel Prize in Physics
1996,Fizika,David Lee,https://en.wikipedia.org/wiki/David_Lee,,,
1996,Fizika,Douglas Osheroff,https://en.wikipedia.org/wiki/Douglas_Osheroff,1945-08-01,U.S.,Nobel Prize in Physics; Simon Memorial Prize; Buckley Prize; MacArthur Fellowship Program
1996,Fizika,Robert Coleman Richardson,https://en.wikipedia.org/wiki/Robert_Coleman_Richardson,1937-06-26,U.S.,Simon Memorial Prize; Buckley Prize; Nobel Prize in Physics
1997,Fizika,Steven Chu,https://en.wikipedia.org/wiki/Steven_Chu,1948-02-28,U.S.,King Faisal Prize; Nobel Prize in Physics; Golden Plate Award
1997,Fizika,Claude Cohen-Tannoudji,https://en.wikipedia.org/wiki/Claude_Cohen-Tannoudji,1933-04-01,French Algeria,Prix Paul Langevin; Prix Jean Ricard; Young Medal and Prize; Ampère Prize; Lilienfeld Prize; Matteucci Medal; Harvey Prize; Nobel Prize in Physics
1997,Fizika,William Daniel Phillips,https://en.wikipedia.org/wiki/William_Daniel_Phillips,1948-11-05,U.S.,Nobel Prize in Physics
1998,Fizika,Robert B. Laughlin,https://en.wikipedia.org/wiki/Robert_B._Laughlin,1950-11-01,United States,E. O. Lawrence Award; Oliver E. Buckley Condensed Matter Prize; Nobel Prize in Physics; The Franklin Medal
1998,Fizika,Horst Ludwig Störmer,https://en.wikipedia.org/wiki/Horst_Ludwig_St%C3%B6rmer,1949-04-06,Allied-occupied Germany,Oliver E. Buckley Condensed Matter Prize; Nobel Prize in Physics; The Benjamin Franklin Medal
1998,Fizika,Daniel C. Tsui,https://en.wikipedia.org/wiki/Daniel_C._Tsui,1939-02-28,Republic of China,Oliver E. Buckley Condensed Matter Prize; Nobel Prize in Physics
1999,Fizika,Gerard 't Hooft,https://en.wikipedia.org/wiki/Gerard_%27t_Hooft,1946-07-05,Netherlands,Heineman Prize; Wolf Prize; Lorentz Medal; Spinoza Prize; Franklin Medal; Nobel Prize in Physics; High Energy and Particle Physics Prize; Lomonosov Gold Medal; Breakthrough Prize
1999,Fizika,Martinus J. G. Veltman,https://en.wikipedia.org/wiki/Martinus_J._G._Veltman,1931-06-27,Netherlands,Nobel Prize in Physics; Dirac Medal; High Energy and Particle Physics Prize
2000,Fizika,Jack Kilby,https://en.wikipedia.org/wiki/Jack_Kilby,1923-11-08,U.S.,Nobel Prize in Physics; National Medal of Science; IEEE Medal of Honor; Charles Stark Draper Prize; Computer Pioneer Award; Kyoto Prize; Harold Pender Award
2000,Fizika,Zhores Alferov,https://en.wikipedia.org/wiki/Zhores_Alferov,,,Global Energy Prize; Kyoto Prize in Advanced Technology; Kyoto Prize; Nobel Prize in Physics; Demidov Prize; Ioffe Prize (Russian Academy of Sciences; 1996); USSR State Prize; Order of Lenin; Lenin Prize; Stuart Ballantine Medal
2000,Fizika,Herbert Kroemer,https://en.wikipedia.org/wiki/Herbert_Kroemer,1928-08-25,Germany,J J Ebers Award; Humboldt Research Award; Nobel Prize in Physics; IEEE Medal of Honor; [ 1 ]
2001,Fizika,Eric Allin Cornell,https://en.wikipedia.org/wiki/Eric_Allin_Cornell,1961-12-19,U.S.,Fritz London Memorial Prize; King Faisal International Prize in Science; Lorentz Medal; R. W. Wood Prize; Benjamin Franklin Medal in Physics; Nobel Prize in Physics
2001,Fizika,Wolfgang Ketterle,https://en.wikipedia.org/wiki/Wolfgang_Ketterle,1957-10-21,West Germany,I. I. Rabi Prize; Dannie Heineman Prize; Fritz London Memorial Prize; Benjamin Franklin Medal; Nobel Prize for Physics; Order of Merit of Baden-Württemberg
2001,Fizika,Carl Wieman,https://en.wikipedia.org/wiki/Carl_Wieman,1951-03-26,U.S.,E. O. Lawrence Award; Fritz London Memorial Prize; King Faisal International Prize in Science; Lorentz Medal; The Benjamin Franklin Medal; Nobel Prize in Physics; Oersted Medal; Yidan Prize in Education Research
2002,Fizika,Riccardo Giacconi,https://en.wikipedia.org/wiki/Riccardo_Giacconi,1931-10-06,Kingdom of Italy,Elliott Cresson Medal; Dannie Heineman Prize for Astrophysics; Wolf Prize in Physics; Nobel Prize in Physics
2002,Fizika,Raymond Davis Jr.,https://en.wikipedia.org/wiki/Raymond_Davis_Jr.,1914-10-14,U.S.,Comstock Prize in Physics; Tom W. Bonner Prize; Beatrice M. Tinsley Prize; Wolf Prize in Physics; National Medal of Science; Nobel Prize in Physics; Enrico Fermi Award
2002,Fizika,Masatoshi Koshiba,https://en.wikipedia.org/wiki/Masatoshi_Koshiba,1926-09-19,Japan,Humboldt Prize; Wolf Prize in Physics; Nobel Prize in Physics
2003,Fizika,Alexei Abrikosov,https://en.wikipedia.org/wiki/Alexei_Abrikosov,,,
2003,Fizika,Vitaly Ginzburg,https://en.wikipedia.org/wiki/Vitaly_Ginzburg,1916-10-04,Russian Empire,Nobel Prize in Physics; Wolf Prize in Physics (1994/95); Wolf Prize in Physics; Lomonosov Gold Medal; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
2003,Fizika,Anthony James Leggett,https://en.wikipedia.org/wiki/Anthony_James_Leggett,1938-03-26,England,Maxwell Medal and Prize; FRS  [ 1 ]; FRS; [ 1 ]; IOP Dirac Medal; Nobel Prize in Physics; Wolf Prize in Physics; KBE
2004,Fizika,David Gross,https://en.wikipedia.org/wiki/David_Gross,1941-02-19,U.S.,Dirac Medal; Harvey Prize; Nobel Prize in Physics
2004,Fizika,Hugh David Politzer,https://en.wikipedia.org/wiki/Hugh_David_Politzer,1949-08-31,U.S.,Nobel Prize in Physics; Sakurai Prize
2004,Fizika,Frank Wilczek,https://en.wikipedia.org/wiki/Frank_Wilczek,1951-05-15,U.S.,MacArthur Fellowship; Sakurai Prize; ICTP Dirac Medal; Lorentz Medal; Lilienfeld Prize; Nobel Prize in Physics; King Faisal Prize; Templeton Prize
2005,Fizika,Roy J. Glauber,https://en.wikipedia.org/wiki/Roy_J._Glauber,1925-09-01,U.S.,Nobel Prize in Physics; Heineman Prize; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Humboldt Prize; Racah Lecture; Max Born Award; Albert A. Michelson Medal; Guggenheim Fellowship
2005,Fizika,John L. Hall,https://en.wikipedia.org/wiki/John_L._Hall,1934-08-21,U.S.,Department of Commerce Gold Medal; Nobel Prize in Physics
2005,Fizika,Theodor W. Hänsch,https://en.wikipedia.org/wiki/Theodor_W._H%C3%A4nsch,1941-10-30,Germany,
2006,Fizika,John C. Mather,https://en.wikipedia.org/wiki/John_C._Mather,1946-08-07,U.S.,Dannie Heineman Prize for Astrophysics; Nobel Prize in Physics
2006,Fizika,George Smoot,https://en.wikipedia.org/wiki/George_Smoot,1945-02-20,U.S.,NASA Medal for Exceptional Scientific Achievement; Kilby Award; Academy of Achievement; [ 1 ]; E. O. Lawrence Award; Albert Einstein Medal; Nobel Prize in Physics; Gruber Prize; Daniel Chalonge Medal; Oersted Medal
2007,Fizika,Albert Fert,https://en.wikipedia.org/wiki/Albert_Fert,1938-03-07,France,CNRS Gold medal; Wolf Prize in Physics; Japan Prize; Nobel Prize in Physics
2007,Fizika,Peter Grünberg,https://en.wikipedia.org/wiki/Peter_Gr%C3%BCnberg,1939-05-18,Bohemia and Moravia,International Prize for New Materials; German Future Prize; Stern-Gerlach Medal; European Inventor Award; Wolf Prize in Physics; Japan Prize; Nobel Prize in Physics; Friendship Award (China)
2008,Fizika,Yoichiro Nambu,https://en.wikipedia.org/wiki/Yoichiro_Nambu,1921-01-18,Empire of Japan,Heineman Prize; J. Robert Oppenheimer Memorial Prize; Order of Culture; US National Medal of Science; Max Planck Medal; Dirac Medal; J.J. Sakurai Prize; Wolf Prize in Physics; Franklin Medal; Pomeranchuk Prize; Nobel Prize in Physics
2008,Fizika,Makoto Kobayashi,https://en.wikipedia.org/wiki/Makoto_Kobayashi,1944-04-07,Empire of Japan,Sakurai Prize; Japan Academy Prize; Asahi Prize; Nobel Prize in Physics
2008,Fizika,Toshihide Maskawa,https://en.wikipedia.org/wiki/Toshihide_Maskawa,1940-02-07,Japan,Sakurai Prize; Japan Academy Prize; Asahi Prize; Nobel Prize in Physics
2009,Fizika,Charles K. Kao,https://en.wikipedia.org/wiki/Charles_K._Kao,1933-11-04,China [ 3 ],Stuart Ballantine Medal; IEEE Morris N. Liebmann Memorial Award; IEEE Alexander Graham Bell Medal; Marconi Prize; C&C Prize; Faraday Medal; James C. McGroddy Prize for New Materials; FREng [ 1 ]; FREng; [ 1 ]; SPIE Gold Medal; CBE; Prince Philip Medal; Japan Prize; 3463 Kaokuen; FRS  [ 2 ]; FRS; [ 2 ]; Charles Stark Draper Prize; Asian of the Century; Nobel Prize in Physics; Grand Bauhinia Medal; Knight Commander of the Order of the British Empire
2009,Fizika,Willard S. Boyle,https://en.wikipedia.org/wiki/Willard_S._Boyle,1924-08-19,Canada,Stuart Ballantine Medal; IEEE Morris N. Liebmann Memorial Award; Draper Prize; Nobel Prize in Physics
2009,Fizika,George E. Smith,https://en.wikipedia.org/wiki/George_E._Smith,1930-05-10,U.S.,Stuart Ballantine Medal; IEEE Morris N. Liebmann Memorial Award; Draper Prize; Nobel Prize in Physics; Queen Elizabeth Prize for Engineering
2010,Fizika,Andre Geim,https://en.wikipedia.org/wiki/Andre_Geim,1958-10-21,Soviet Union,Ig Nobel Prize; Mott Medal; EuroPhysics Prize; Körber Prize; John J. Carty Award; Hughes Medal; Nobel Prize in Physics  [ 1 ]; Nobel Prize in Physics; [ 1 ]; Knight Commander of the Order of the Netherlands Lion  [ 2 ]; Knight Commander of the Order of the Netherlands Lion; [ 2 ]; Knight Bachelor  [ 3 ]; Knight Bachelor; [ 3 ]; Copley Medal  [ 4 ]; Copley Medal; [ 4 ]; Carbon Medal; Prince Sultan bin Abdulaziz International Prize for Water
2010,Fizika,Konstantin Novoselov,https://en.wikipedia.org/wiki/Konstantin_Novoselov,1974-08-23,Soviet Union,Nicholas Kurti Prize; Nicholas Kurti; TR35; EuroPhysics Prize; IUPAP Prize; IUPAP; Nobel Prize in Physics; Knight Commander of the Order of the Netherlands Lion; Order of the Netherlands Lion; FRS  [ 1 ]; FRS; [ 1 ]; Knight Bachelor; Leverhulme Medal; Onsager Medal; Carbon Medal; Dalton Medal; HonFRSC; HonFInstP; Member of the National Academy of Sciences
2011,Fizika,Saul Perlmutter,https://en.wikipedia.org/wiki/Saul_Perlmutter,1959-09-22,U.S.,Ernest Orlando Lawrence Award; Shaw Prize in Astronomy; Gruber Prize in Cosmology; Nobel Prize in Physics; Breakthrough Prize in Fundamental Physics
2011,Fizika,Adam Riess,https://en.wikipedia.org/wiki/Adam_Riess,1969-12-16,U.S.,Robert J. Trumpler Award; [ 1 ]; Helen B. Warner Prize for Astronomy; Shaw Prize in Astronomy; Nobel Prize in Physics; Albert Einstein Medal; Breakthrough Prize in Fundamental Physics
2011,Fizika,Brian Schmidt,https://en.wikipedia.org/wiki/Brian_Schmidt,1967-02-24,United States,Pawsey Medal; Shaw Prize in Astronomy; Shaw Prize; Australian Laureate Fellowship; Nobel Prize in Physics; FRS  [ 2 ]; FRS; [ 2 ]; UNSW Dirac Medal; AC; Breakthrough Prize in Fundamental Physics
2012,Fizika,Serge Haroche,https://en.wikipedia.org/wiki/Serge_Haroche,1944-09-11,Morocco [ 1 ],CNRS Gold medal; Nobel Prize for Physics
2012,Fizika,David J. Wineland,https://en.wikipedia.org/wiki/David_J._Wineland,1944-02-24,United States,IRI Medal; Nobel Prize in Physics; National Medal of Science; Schawlow Prize
2013,Fizika,François Englert,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Englert,1932-11-06,Belgium [ 3 ],Francqui Prize; Wolf Prize in Physics; Sakurai Prize; Nobel Prize in Physics
2013,Fizika,Peter W. Higgs,https://en.wikipedia.org/wiki/Peter_W._Higgs,1929-05-29,England,Hughes Medal; Rutherford Medal; Dirac Medal and Prize; High Energy and Particle Physics Prize; Royal Medal; Wolf Prize in Physics; Oskar Klein Memorial Lecture and Medal; J.J. Sakurai Prize; Nobel Prize in Physics; Princess of Asturias Award; Copley Medal
2014,Fizika,Isamu Akasaki,https://en.wikipedia.org/wiki/Isamu_Akasaki,1929-01-30,Empire of Japan (Now Japan,Asahi Prize; Kyoto Prize; IEEE Edison Medal; Nobel Prize in Physics; Charles Stark Draper Prize
2014,Fizika,Hiroshi Amano,https://en.wikipedia.org/wiki/Hiroshi_Amano,1960-09-11,Japan [ 1 ],Nobel Prize in Physics; Person of Cultural Merit; Order of Culture; National Academy of Engineering
2014,Fizika,Shuji Nakamura,https://en.wikipedia.org/wiki/Shuji_Nakamura,1954-05-22,Japan,Millennium Technology Prize; Harvey Prize; Nobel Prize in Physics; Global Energy Prize; National Inventors Hall of Fame; Mountbatten Medal; Zayed Future Energy Prize
2015,Fizika,Takaaki Kajita,https://en.wikipedia.org/wiki/Takaaki_Kajita,1959-03-09,Japan,Asahi Prize; Bruno Rossi Prize; Nishina Memorial Prize; Panofsky Prize; Japan Academy Prize; Nobel Prize in Physics; Breakthrough Prize in Fundamental Physics
2015,Fizika,Arthur B. McDonald,https://en.wikipedia.org/wiki/Arthur_B._McDonald,1943-08-29,Canada,Benjamin Franklin Medal; Henry Marshall Tory Medal; Nobel Prize in Physics; Breakthrough Prize in Fundamental Physics
